Tweet ID,Created_at,user name,user screen_name,bio,Is verified,joined at,following,followers,Likes,Retweets,location,device,original_tweeter_name,original_tweeter_location,original_tweeter_id,original_tweet_id,Tweet,Class,,,
"1607014959191588864	",2022-12-25 14:06:37+00:00,vfranc,vfranc4,"Berkeley, California
Mathematics",FALSE,2019-06-17 13:30:04+00:00,73,52,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1607013742289510400	",2022-12-25 14:01:47+00:00,Özge,Ozge0dmr,"The vampire Diaries /
ÖZGÜRLÜK 🕊️",FALSE,2020-12-08 17:54:16+00:00,286,211,0,313,"İstanbul, Türkiye",Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1607007764953600000	",2022-12-25 13:38:02+00:00,Emma,Emma40122665,,FALSE,2020-10-10 13:48:18+00:00,156,42,0,313,,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1607003584897638400	",2022-12-25 13:21:25+00:00,AP,adepup,,FALSE,2013-04-09 10:12:01+00:00,251,143,0,313,,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1607000500733628417	",2022-12-25 13:09:10+00:00,Konstantinos Sotiropoulos,didinos,"Happy, married, lawyer,spotter, dady  'PROUDTOBEGREEK'",FALSE,2009-05-05 18:41:00+00:00,888,550,0,313,"Hellas, Athens",Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606993138119499776	",2022-12-25 12:39:55+00:00,Gina Lennox,LennoxGina,"Co-Chair, Kurdish Lobby Australia. Research-Writer. Passions: History, International Affairs, Arts, Nature, Sustainability, Self Determination, Horses, Kangals",FALSE,2016-10-07 00:14:54+00:00,124,1451,0,313,Australia,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606979528387330048	",2022-12-25 11:45:50+00:00,…,KareemZardasht,Here we go again! on twitter since 2007!,FALSE,2021-11-23 08:09:29+00:00,679,63,0,313,"Kiruna, Sverige",Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606977002518753280	",2022-12-25 11:35:48+00:00,Innovative Hindu 🇮🇳,InnovativeHindu,Consultant..वसुधैव कुटुम्बकम..अहं ब्रह्मास्मि..तत्त्वमसि..Seeker of Sanatana Dharma..Proud Hindu..Hindu Nationalist..Absolute FOS/FOE with facts.,FALSE,2013-01-16 22:53:30+00:00,1061,3717,0,313,Bharat ,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606973673281585152	",2022-12-25 11:22:34+00:00,PARTİZAN 1972,AvrupaDevrimci,"Representatives in Anatolia, Mesopotania and Cyprus",FALSE,2020-04-11 14:34:18+00:00,4877,1563,0,313,Akrotiri,Twitter Web App,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606962529011486725	",2022-12-25 10:38:17+00:00,PjB☀️🇺🇦🍉#StandAgainstRacism,BartsPete,"I woke to Kurdish cause after watching heroic stand in Kobani✌️whilst Turkey gloated of ISIS victory, #YPG #YPJ resistance turned Kobani into ISIS Stalingrad🔥",FALSE,2014-11-19 18:17:57+00:00,2216,1117,0,313,"England, United Kingdom",Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606945722460704775	",2022-12-25 09:31:30+00:00,Dantès,Dadmend07,festina lente ♥️☀️💚. ⚖️🏗️ Espoir & persévérance,FALSE,2019-09-08 15:17:22+00:00,299,211,0,313,"Provence-Alpes-Côte d'Azur, Fr",Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606943269761552386	",2022-12-25 09:21:45+00:00,Ruben Melkonyan,RubenMelkonyan3,Unicum,FALSE,2022-09-25 15:43:38+00:00,63,9,0,313,Erevan ,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606927756767686656	",2022-12-25 08:20:07+00:00,Stop Erdoğan,GrecoOzzy,"Justice will not be served until those who are unaffected are as outraged as those who are.

       #StopErdogan",FALSE,2018-06-05 05:32:33+00:00,1004,232,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606907962748174338	",2022-12-25 07:01:27+00:00,Richard Baker 🌍,Richard_J_Baker,The old is dying and the new cannot be born; in this interregnum a great variety of morbid symptoms appear,FALSE,2009-02-23 21:41:06+00:00,220,72,0,313,,Twitter Web App,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606898847007051776	",2022-12-25 06:25:14+00:00,POSEIDON,Poseidon_377,,FALSE,2015-01-31 11:08:38+00:00,439,108,0,313,,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606886390054244353	",2022-12-25 05:35:44+00:00,IOANNIS DRITSAS,NASPOR,Thor. Surgeon  at Sismanoglion Hosp/ Motto: Dream Big & Work hard/ Do not do to others what you would not like others to do to you,FALSE,2009-04-18 11:35:31+00:00,147,39,0,313,"Athens, London, Paris",Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606884786756550661	",2022-12-25 05:29:22+00:00,"Sukhoi Su-75 ""Checkmate""♟️👑",75Sukhoi,"News about Defense, Politics, Sarcasm and fun..
RTs are not my views.....
Jai Shri Krishna",FALSE,2022-11-19 00:04:14+00:00,160,153,0,313,Sochi,Twitter Web App,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606843503564230656	",2022-12-25 02:45:19+00:00,Ares,pirandersim2121,Tarih günümüzde gizli ve biz tarihin başlangıcında gizliyiz....,FALSE,2022-12-06 12:34:04+00:00,363,341,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606836989155835904	",2022-12-25 02:19:26+00:00,Ali Çelik,AliCelik63,Ancora imparo,FALSE,2015-12-19 16:51:23+00:00,381,409,0,313,Schweiz,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606823927929798656	",2022-12-25 01:27:32+00:00,Baran,Kurdish_009,"Kurdish,",FALSE,2022-01-17 20:06:04+00:00,828,52,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606821733444493312	",2022-12-25 01:18:49+00:00,Spyros Marchetos,experimentalis,History of Political and Social Ideas,FALSE,2009-04-27 21:15:54+00:00,2543,955,0,313,"Thessaloniki, Greece",Twitter Web App,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606821203892748289	",2022-12-25 01:16:42+00:00,The Q👑een 🇬🇷🇨🇾,taktakalas1931,"Δεν γουστάρω 🇹🇷 🐷🐷, 🇹🇷κουμμούνια, κυπριλέζους, γραικύλους, ραγιάδες, λινοπάμπακους, διζωνιστές, και 5φαλαγγίτες UniteCyprusNow🤬",FALSE,2015-12-02 20:03:58+00:00,1232,1048,0,313,ΚΥΠΡΟΣ ΓΗ ΕΛΛΗΝΙΚΗ 🇬🇷,Twitter for iPad,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606807023366164480	",2022-12-25 00:20:22+00:00,Mach 1,Mach_1_,"Kurdistan, Arsenal, Washington Capitals and atheist.",FALSE,2011-01-24 16:04:03+00:00,551,118,0,313,Stockholm,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606795038335328256	",2022-12-24 23:32:44+00:00,anarcho-mushroom 🏳️‍⚧️🏴,Anarch0Mushroom,"🏳️‍🌈🏳️‍⚧️any pronouns | Queer anarchist | anarcho-communist | antifascist | Je parle de politique, de jeux vidéos et de mangas",FALSE,2022-12-18 16:23:24+00:00,403,17,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606792664711561218	",2022-12-24 23:23:18+00:00,serhisk,serhisk1,Kesekî serhişk,FALSE,2021-04-16 15:15:44+00:00,3094,1103,0,313,Hewlêr,Twitter Web App,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606779920331546624	",2022-12-24 22:32:40+00:00,Dimitris Aplha,DimitrisAirdro1,,FALSE,2018-06-16 19:30:15+00:00,705,555,0,313,Αθήνα,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606770298900054018	",2022-12-24 21:54:26+00:00,Heval Atabekyan,HAtabekyan,Activist,FALSE,2020-04-02 10:56:39+00:00,1887,680,0,313,,Twitter Web App,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606767961884266504	",2022-12-24 21:45:09+00:00,Tony Montana ✪,akaDonnyBrasco,Kurdish // Berxwedan Jiyane,FALSE,2013-09-05 20:34:47+00:00,417,390,0,313,,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606763751159521281	",2022-12-24 21:28:25+00:00,Γιάννης,Ginns36626916,,FALSE,2022-09-04 08:55:00+00:00,395,67,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606761540505436162	",2022-12-24 21:19:38+00:00,ladome,ladome17,,FALSE,2020-12-29 19:19:12+00:00,372,127,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606759840969359361	",2022-12-24 21:12:52+00:00,Diyar 🌞,Diyar_gzl,,FALSE,2012-10-26 15:41:43+00:00,532,596,0,313, 🇫🇷,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606753307212537858	",2022-12-24 20:46:55+00:00,Angelo Merkel,AngeloMerkel18,,FALSE,2022-12-12 14:16:37+00:00,112,2,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606747223748116480	",2022-12-24 20:22:44+00:00,Rukiye Ergen,fwgnj8wbn4,,FALSE,2022-04-15 08:46:52+00:00,73,2,0,313,,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606737426499735552	",2022-12-24 19:43:48+00:00,Error 404,pR0MinD,"I'll give you a dose but it'll never come close to the
Rage built up inside of me",FALSE,2010-12-09 17:58:19+00:00,2863,2642,0,313,,Twitter for Android,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606735681082036225	",2022-12-24 19:36:52+00:00,Muhteber chetinkaya,MChetinkaya,jin Jîyan azadî,FALSE,2022-11-21 23:27:40+00:00,180,13,0,313,,Twitter for iPhone,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606728270539546624	",2022-12-24 19:07:25+00:00,🇵🇹🇦🇲🇮🇱🇮🇳🇬🇷🇨🇾🇷🇸🇹🇼🇭🇰🇰🇷🇯🇵🇦🇺,_Death_Hack_,"Fervoroso Antifascista e Anticomunista! Defensor das liberdades individuais e da pluralidade democrática. Contra o comuno-fascismo marchar, marchar!!",FALSE,2017-02-15 04:39:33+00:00,5019,625,0,313,"Porto Santo, Portugal",Twitter Web App,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
"1606726882975678465	",2022-12-24 19:01:55+00:00,United Kurds,united_kurds,یەکێتی گەل و هێزە سیاسێکانی کورد زامنی سەرکەوتنی کورد و کوردستانە - کۆنگرەی نەتەوەیی تەنیا چارە ڕزگاری گەلی کوردە,FALSE,2019-10-20 21:09:06+00:00,589,325,0,313,Kurdistan the land of 🔥and☀️,Twitter Web App,DalgashRasoul5,Syria,1.31574E+18,1.60638E+18,"RT:Just two days ago, the criminal Erdogan called on France to close all Kurdish offices and headquarters in France. Today, the terrorist attack took place on the Ahmed Kaya Kurdish Center in Paris. I think it is clear who targeted the Kurds. The terrorist criminal Erdogan https://t.co/EdYRmh2e66",TR responsible,,,
